name,words,intro
好一个气运人间,72.0万,开局一张天机榜，榜上算天机，榜下夺气运。张牧酒醉之间，穿越到了这个聚气运，修武道的世界。歌舞升平间，有异族窥探神州，有世外之人垂钓气运。草莽烟尘起，江湖战不休。乱世已至。张牧带着一卷天机榜，努力地生存着。从一个账房伙计，到匪寨寨主，再成为席卷天下的巨寇；从孤身一人，到知己满天下，再到带甲百万；从见自己，到见天地，再到见苍生；一路走来，他想要的，无非是一个太平人间。……他说：忽有狂徒夜磨刀，帝星飘摇萤惑高。他说：男儿到死心如铁，看试手，补天裂。他说：他年我若成青帝，报与桃花一处开。他说：诸仙万妖，胆敢来此人间者，皆斩！
原始战记,252.9万,这坑爹的原始部落！“终有一天，我们将重返故地。荣耀依旧在，炎角之火永远不灭。”
超维术士,1544.2万,巫师的地位，在各大陆与泛位面中，超然无上。神秘、智慧、残忍、血腥，俨然是巫师的代名词。但真实的巫师又是什么样的？安格尔在接触巫师世界后，得出一个结论：巫师，是一种用唯心思想明照自我，却用唯物的态度辩证世界的一群人。换言之，这是一群在追寻真实的路上，严谨态度踽踽独行的另类科学家。——————————多重世界，无垠重叠。智慧生物在冥冥中的引导下，走出了各自的文明之路。其中巫师世界，以其独有的修炼文明，横贯无尽位面。纵然巫师世界强势至此，宇宙的真实，维度的奥秘还是始终无法堪破。直到，一位多元宇宙的穿越来客，造访了这方世界。（穿越者不是主角不是主角不是主角，重要的事情说三遍！）
青山,202.5万,少时光阴长，泼酒翻红巷。权为砖墙利为瓦，宾朋倚满帐。醒来恨日短，大梦二十转。忽觉同行常八九，真心无二三。
长夜君主,903.0万,他游走在长夜之中，徜徉在刀锋之上，摇摆于云端与地狱之间。点燃星魂之火。既然长夜漫漫，那我便做夜之君主。【【【不是单女主，入坑需谨慎】】】【凌天传说】【异世邪君】【傲世九重天】【天域苍穹】【我是至尊】【左道倾天】【碧落天刀】后，风凌天下第八本书。普群QQ：877103143
神话：灵性支配者,267.8万,混沌的卡俄斯刚刚开辟，荒芜的虚空迎来了异界的灵魂。作为卡俄斯世界第一个灵魂，莱恩自动成为了灵性之神。然而，神的力量来自神力，灵性的存在无足轻重，所以新生的莱恩弱小不堪。没办法，为了不被命运的洪流掀翻在地，莱恩只好自力更生。开辟界面，诞生独属于灵性的生命。创造序列，散播登神长阶。编织魔网，笼罩天空，海洋和大地。当黄昏之钟敲响，我高举神座，在灵界之巅向众生宣告：世界有两个面，物质的和灵性的。物质的归众神，灵性的归我，这就是万物的真理。
天道酬勤：开局联姻落魄千金,52.7万,【杀伐果断+面板+升级流+无视瓶颈】
武神,479.7万,什么是天才？无论学习任何战技都能完全领悟，只要修炼新的功法就能扫除进阶的壁障，这才是真正的天才！贺一鸣本为贺家庄一普通少年，习武资质无甚出众，但一次奇遇之后，这个天资本普通的少年一跃成为众人口中的天才，拥有着令人惊羡的习武资质，不论是家族的后天五行秘籍，还是传说中的各种先天秘籍，不论是心法，还是战技，都能急速领悟完全。武神，以武之名，用最简单直接的方式，生存！
凌霄苍穹录,64.9万,“十亿灵石，买你为奴！”
天启预报,629.8万,“我想要挨一顿毒打……”——灾厄之剑、旧世界守墓人、调律师、最后的天国捍卫者、二十四个毁灭因素之一、淮海路小佩奇、深渊烈日、最终的地狱之王：槐诗。.某一天，穷困潦倒的槐诗忽然发现自己捡来的金手指终于能用了……只不过，这似乎并不是一件好事。为了赚钱和苟命，他一不小心踏入了这个危险世界。现境之外的边境，日常之后的异常。天文会，绿日、黄金黎明、存世余孽与诸界天敌……究竟是生存还是灭亡？这是个问题。那么，就在这一万零一种拯救世界的方法中，选一个通往HAPPYEND的方向吧。
超级神基因,731.5万,未来波澜壮阔的星际时代，人类终于攻克了空间传送技术，可是当人类传送到另一端的时候，却发现那里并不是过去未来，也不是星空下的任何一片土地……神秘的庇护所世界，无数强横的异生物，人类迎来了令人热血沸腾的飞跃性大进化，开启了星空下最辉煌璀璨的新纪元。“猎杀神血生物黑甲虫，获得神血黑甲虫兽魂，食用神血黑甲虫血肉，可随机获得0至10点神基因。”
万古神帝,1454.9万,天地初开，太古混乱。灵长之战后，时空人祖、九巫、始佛、幽冥、大魔神相继出世，开创道法，威临八方，众生朝迎，世人尊为始祖。天尊无敌当世，始祖名传古今。但，皆不可得长生………………张若尘自逆境中崛起，从平凡中非凡，在这一条满是英才、妖魔、美人的长生路上，走出一个崭新的大世。
大荒帝尊,644.3万,十万里大荒，千里无人烟，一个寻娘少年踏上大千道州。
十方武圣,291.3万,新书～绝境黑夜，诡异世界惟我独仙，感兴趣的可搜索阅读。同名动画已在哔哩哔哩动画播放，大家感兴趣可去观看~~末日荒土，世宗三年，天下大乱，民不聊生。中央皇朝崩坏，各地群雄割据，门派独立。魔门妖党隐于暗处作乱，帮派相互征伐，混乱不堪。天灾连连，大旱，酷寒，暴雨，虫灾，人民苦苦挣扎，渴求希望与救赎。大乱之中，各门各派纷纷出世，争夺资源地盘，建立独属于自己的统治。有野心者试图席卷天下，建立王朝，也有大义者，意图挽救苍生，重建家园。肌肉，武道，仙法，一位位武道极限强者，在传说中获得了彷如仙佛名号。魏合持有能突破境界的破境珠，穿越乱世，一步步开创属于自己的传说。
史上最强师兄,388.6万,燕赵歌第一次穿越，穿到了武道文明繁盛至极的异世界，一头撞进包罗万象，遍收天下经典的神宫藏书楼里，但随后便是一场天地大劫，连神宫也破灭了。接下来居然第二次穿越，灵魂来到了同一个世界，不知多少年后的时代。人们发掘承载破灭之后残存的遗留，这里的武道文明重新起步，还处于新一代的发展期。装了一脑子神宫秘籍宝典的燕赵歌，二次穿越到当前的时代，简直就如同一个人玩惯了地狱模式之后，突然被丢去玩简单模式。简直不要太爽！不过在此之前，他先要解决一个问题。“我不是主角？而是跟主角争妹子的反派高富帅师兄？”“这剧本不对啊！”PS：已有460万字完本精品老书《史上第一祖师爷》，欢迎大家收藏养肥本书的同时移步阅读。
大乾武圣！,391.8万,【均订过万精品必读】【八十章起势】【非常规视角】【武道新尝试】【体系流】【淡淡品悦，书香自在】陈平安穿越数年，在便宜老爹临死前的运作下，成了一名不入册的临时差役。世道艰难，命比纸薄。本打算就这么谨微慎行本本分分过一辈子的他，却突然发现了专属于他的修行方式。自此，气血如龙，内气成罡，乾坤清气，天霖降顶！差役，差头，差司，指挥使......“大人，外面风大，您看要不要披件披风。”“都使大人严令，山城戒严，敢有犯乱者，杀无赦。”“卑职参见大人，大人千岁，千岁千千岁！”宝体神体，天骄耀世，天命子，气运子，我自镇压无敌。“大局大局，吾既大局！吾乃人族第一天骄，陈平安！”“大局？我想你想错了，没有我，何来的大局！？”“无人扶我青云志，我自踏雪至山巅。”世家贵女，魔门妖女，隐世传人，封疆大吏，邪道巨擘，宗门老祖，王朝公主，天骄红颜......时光荏苒，再回首时，他已登顶至高。这是一个临时差役一步步走向至高的故事。
朱雀鸣,316.0万,这是一本不正经的玄幻修仙小说
元始法则,314.2万,星空中的“道城”，修行最初的萌芽之地“祖洲”，浩瀚宇宙水之起源“神仓古泽”，虚暗禁区“战斧座空洞”。还有藏在宏观中的天界，与微观中的地府幽境。地球的微观世界……显微镜下——豆子般大小的佛祖舍利，宛若一颗浅红色星球，高耸的山脉和干枯的古河道密布，荒凉而辽阔，蔚为壮观。研究人员怀着惊叹情绪，细细观察这片微观世界。不久后，有了震撼的发现。一艘形制古老且外观诡奇的青铜船舰，停泊在这颗浅红色星球干枯的海洋中，锈迹斑斑，桅杆帆布清晰可辨，不知已经搁浅在那里多少岁月。调大倍率，只见船上尸骨累累，有身穿铠甲的白骨人类，也有凤尸蟒骸，甲板上还有大片的墓海碑林。它明明只有四百六十纳米长，却如此宏伟神秘。
逆徒，你还要忤逆为师多少次？,187.9万,“逆徒，你还要忤逆为师多少次？”
被师娘骗去修炼后，傻子无敌了！,143.5万,【传玄爽文+无系统+美女多+护道者+无敌升级+快节奏！】
龙藏,355.5万,卫渊本无大志，但在时代洪流中不得不走上征战四方、开疆辟土之路，直至关山踏尽，未曾白头。不正经的简介一：仙人也怕工业化！这是一个发生在玄幻世界的工业革命的故事。
鸣龙,227.0万,“事情是这样的，我当初身陷绝境，意外遇见了一条龙，它非说我是习武奇才，要给我指条通仙大道……”“这就是你挖开魔神陵，给妖魔当奴仆的理由？！”“我谢尽欢从不屈居人下，它才是奴仆，准确来说，我是被一条龙服务过……”……已有完本万订《世子很凶》《仙子很凶》《女侠且慢》，感兴趣的朋友可以先看老书~
纯阳武神,776.2万,浩瀚星空下，一个妖魔横行的世界。在这里，流云铁袖可以吞纳风云，九字真言可以降妖伏魔，太极拳剑可以扭动乾坤，这是一个属于武道的大汉天朝。当诸强的后代斩断传承，亿万年的战血蒸干混沌。当沉寂的战魂复苏，当时空成为永恒，年老的人皇踏着轮回转身。这是属于一个骑乘龙首的蝼蚁传说，百战不死的人族神话！普通群：246558156vip订阅群（需验证）：322234575欢迎加十步微信公众号“十步行”
苟在初圣魔门当人材,344.0万,吕阳穿越修仙界，却成了魔门初圣宗的弟子。幸得异宝【百世书】，死后可以重开一世，让一切从头再来，还能带回前世的宝物，修为，寿命，甚至觉醒特殊的天赋。奈何次数有限，并非真的不死不灭。眼见修仙界乱世将至，吕阳原本决定先在魔门苟住，一世世苦修，不成仙不出山，奈何魔门凶险异常，遍地都是人材。第一世，吕阳惨遭师姐暗算。第二世，好不容易反杀师姐，又遭师兄毒手。第三世，第四世……直到百世之后，再回首，吕阳才发现自己已经成为了一代魔道巨擘，初圣宗里最畜生的那一个。“魔门个个都是人材，说话又好听。”“我超喜欢这里的！”
紫川,236.5万,两百年前的蓝河战场，光明帝国最后的军团在魔族的喧嚣声中崩溃，帝国最后的皇帝战死。混乱的西川大陆上没有了共同的君主，群雄并起而混战，武力是生存下去的唯一本钱，制霸天下，是一代代强者的梦想。大陆东南，有一个两百多年的强大势力——紫川家族。他西击流风家，东挡魔族，南镇林家。为了强大的梦想，为了家族血统的薪火相传，无数紫川俊杰前仆后继，谱写了一曲的史诗般壮丽的历史。本文《紫川》，讲述的就是这么一个家族的百年悲歌传奇。
从水猴子开始成神,404.4万,【已有完结七千均大精品，品质保障，放心阅读。】选择大于努力！武师们为陆地宝树打的头破血流，深水神草却无人问津。穿越成渔民的梁渠获得水泽之鼎，炼化【水猴子】天赋，统御水兽，一路收割，踏上巅峰！【水猴子】→【泽狨】→【水王猿】→【淮涡水君】！从此万里泽涛由我做主！…………洪水滔滔。人们跪拜祈福，献上祭品。“求水神大人保佑......”靠，能不能别向我祭祀少女了，我真不是水神啊！
道诡异仙,220.7万,诡异的天道，异常的仙佛，是真？是假？陷入迷惘的李火旺无法分辨。可让他无法分辨的不仅仅只是这些。还有他自己，他病了，病的很重。
至尊无赖,201.1万,小雷语录之一：“当你去搭讪的时候，如果对方拒绝了你，那么绝对不是因为你长得不够帅！”小雷语录之二：“就算是一陀牛粪，也是有利用价值滴～！”最后，小雷的为人处世基本信条：“有便宜不占是王八蛋～！”
白仙行,194.4万,【天骄争霸，背景无敌，多女主，不穿越，无系统。】
大周皇族,387.5万,天地二魂常在外，唯有命魂住其身。命魂住胎，衍化七魄。每个人的生命，都是从命魂住胎开始的，但方云的生命，却是从终结的那一刻开始的……真正的皇族，不是来自于血统的传承，而是来自命格和灵魂层面的高贵！
莲花宝鉴,216.1万,若未成功，帮你自宫——《莲花宝鉴》，这是一个关于童子功的故事，一个可怜的男人，被人强迫学了一套阴毒的功法，神功大成之前不得近女色，不然《莲花宝鉴》便会‘咔嚓’一声帮他自宫！！
葬仙劫,234.2万,无根树，花正悠，贪恋荣华谁肯休！
乱世书,300.4万,仗剑江湖载酒行，楚腰纤细掌中轻。少年肩扛长刀，腰间挂酒，大步前行，心中的江湖却隐约难见。乱世书中翻一页，江湖夜雨数十年。蓦然回首，已劈碎了人间。
玄幻：刚被篡位，奖励人皇幡,154.4万,异国入侵，魔族初现。
召唤梦魇,203.3万,这是一个普通人能从噩梦中获得力量，所发生的故事……林盛突然有一天，发现自己平凡普通的日常里，多出了一点异样。一个不断重复的噩梦，让他开始了一段无法形容的诡异旅程。一个庞大的梦魇，一个迷幻的秘密。===新书起航，隐秘死角，未来惊悚类型，欢迎试读。
我只想安静地打游戏,400.6万,一滴血一条命，别人打游戏爆肝，我打游戏爆血。次元风暴降临，地球四处出现了大量的异次元领域，仙、佛、恶魔、天使、精灵等各种异次元生物降临地球。（漫画更新中）而那些神秘的异次元领域，却都变成了手机游戏副本，别人拿命去冒险，我却拼命打游戏。已完本小说《超级神基因》730万（漫画更新中）《剑装》300万《神品道圣》160万。
我的属性修行人生,240.2万,新书～绝境黑夜，诡异世界惟我独仙，感兴趣的可搜索阅读。大灵天下，烽烟四起，铁骑灵军横扫万国，将疆土拓展到前无古人之地。来到这个时代，张荣方身负能加点武功的属性栏异能，看了看周围水平和前世搏击爱好者差不多的武林高手，心里满是对未来的憧憬……
高武纪元,392.5万,从南洋深海中飞起的黑龙，掀起灭世海啸……火焰魔灵毁灭一座座钢筋水泥城市，于核爆中心安然离去……域外神明试图统治整片星海……这是人类科技高度发达的未来世界。也是掀起生命进化狂潮的高武纪元。即将高考的武道学生李源，心怀能观想星海的奇异神宫，在这个世界艰难前行。多年以后。“我现在的飞行速度是122682米/每秒，力量爆发是……”李源在距蓝星表层约180公里的大气层中极速飞行，冰冷眸子盯着昏暗虚空尽头那条形似神话传说中神龙的庞然大物：“你，应该是所有入侵半神生命体中最强的一个了。”“只可惜，现在的我，可以称之为……武神！”————已完成高订11万作品《渊天尊》，高订3万作品《洪主》，精品《寒天帝》，人品保证，放心入坑。
烽皇,243.6万,嬗变的历史，沸腾的大陆，数风流人物，谁主沉浮？崛起于草莽，发迹于战场，纵横于庙堂，且看一个卑微者的皇者之路！
神话山庄：开局向女魔头求灵种,107.5万,林牧穿越天阳大陆，绑定“词条种田系统”！
我道法通天，老姐却劝我还俗？,66.0万,陆玄穿越到古代世界，成为一名道士，激活了“八奇技”系统。
开局多子多福，我打造绝世仙朝,104.6万,好消息：穿越成皇帝了！
无敌天命,384.0万,谁言天命天注定？
明日之劫,269.6万,流星划破长空，同样划破了世界的平静。超凡的力量降临人间，是谁在黑暗中窥伺，又是谁在我耳边低语。当咆哮粉碎苍穹，当力量踏平深渊，当所有的生死都被主宰……他们称呼我为——神。书友群：927134755VIP书友群：948235123
异界之光脑威龙,368.3万,"郑重推荐《战国杂家吕不韦》是我改变了世界，还是世界改变了我!新人新书,敬请支持!※※※※※※※※※※※※※一架UFO的突然降临，带来了一台神奇的学习机。逆差时间，人家修炼一小时，我可以在虚拟空间中修炼一倍，五倍，十倍的时间，绵绵无尽的时间造就出最伟大的新一代法师※※※※※※※※※※※※※终极白鹤亮翅群:9437635(只招铁杆,非诚勿扰!)"
女侠且慢,303.5万,“女侠且慢，你可知我是什么人？”“知道，女帝身边的宠臣，反贼头目的相好，江湖名门的少主。脚踏三只船，我砍的就是你！”-----已有万订完本作品《世子很凶》《仙子很凶》，质量人品皆可保证，有兴趣的读者可以先看老书。
养骨十年，神体觉醒，出世即无敌,163.9万,【传统玄幻+无敌升级流+快节奏+杀伐果断+微创新】
都宠女主？那反派女魔头我抱走了,109.7万,【穿书女频+单女主+阶段性无敌+独宠女魔头+师徒日常+逆徒】
无限血核,314.2万,野兽骑士率领求生团体，获取决斗神格，世界于此刻暂停。
异界兽医,213.9万,新书已经上传，书名《莲花宝鉴》书号181086以下是新书内容简介《葵花宝典》大家都熟悉了，《莲花宝鉴》呢？欲练此功，必先自宫！这是《葵花宝典》若未成功，帮你自宫！这才是《莲花宝鉴》，这是一个关于童子功的故事，一个可怜的男人，被人强迫学了一套阴毒的功法，神功大成之前不得近女色，不然《莲花宝鉴》便会‘咔嚓’一声帮他自宫！！至于如何才算成功，这就要靠某位可怜的男人拼命去做善事，行善积德，积攒那么‘一点点’微不足道的仙家愿力。于是，我们的主角誓要拼搏奋斗，做遍天下善事，助尽世间之人。于是，他的仙家愿力每天都多了那么‘一点点’。于是，某个混蛋加三级的家伙，有了个‘天下第一善人’的绰号，就是半夜踹寡妇门，也会被人当作是在做善事的那种…………………………直通车在下面哦
开局摆摊卖盲盒，开出仙王裹尸布,67.0万,【评分刚出有点低】【微同人，只会出现其他书的物品】【无敌】【系统】【搞笑】【盲盒】
神煌,346.9万,宗守一梦醒来，发现自己穿越到了万年之前，神皇即将出世之前的时代。何谓神皇？宇内六合八荒无敌，十方百万世界之主！身为半妖的宗守，就这样以弱质之身，开始在这个群雄辈出，血腥无情的时代挣扎沉浮，走上傲视众生的人生。
脱去皮囊，无非二百零六骨,235.6万,叶恒重生现代都市，却成了深山中被抛尸的一具白骨骷髅。漫无目的的行走至一座破败的山神庙中，他坐上神台休息，却意外发现自己能感受到香火之力，借此顿悟‘白骨观’。【脱去皮囊，无非二百零六骨；着上衣裳，可有一万八千象！】观白骨，猜人心，创神通！自此，叶恒以白骨之身，走上一条唯我独法，唯一超凡的进化之路！山中无岁月，修行不知年。不知不觉间，叶恒双眼孕日月，两掌生雷电，白骨坐如山，将神话照进现实，在附近村镇中留下各种传说。直到这日，一支国家纪录片拍摄团队循着传说而来，途径此山，又逢雷雨倾盆，便于帐中暂避，却猛然听闻一声震天嘶鸣，而后便见一道洁白身影自深山中腾空而去，于九天沐浴雷霆，云雾中八千变化。“今日浴雷渡劫，当为‘白骨大仙’！”
开局恶奴欺主：我有杀戮系统,183.3万,开局穿越到玄幻世界，成为沈家二少爷。
第一玩家,753.3万,【如果全人类把希望寄托给一个人，文明就会好走吗？】…“当你看到这行字，赌上一切的星球生死游戏已开始，唯有赢到最后，方能赢回故乡文明”“我是苏明安，拥有仅我得知的死亡回档能力”“我严守着，星球侵略者也不知道的秘密——每当文明陷入绝望，我是唯一能回到过去，改变悲剧的人”“人们说我是——【最强的第一玩家、黑暗游戏的火炬、文明最后的引灯者】”“丧尸世界的救世主、人狼镇的占卜师、魔幻世界的恶龙、海妖之世的神明、至高城邦AI的博士、古国的皇子、蒸汽时代的侦探、中世纪的至高魔法使…都是我“我以谎言欺骗世界，无数次回档摸黑前行”“一次次埋葬失败的世界线”“一次次创造成功的世界线”“杀死每一个人，救赎每一个人“——为了将一个最好的【人类未来】，带给他们”…“哪怕背负亿万坟冢“…哪怕踩着千千万万‘我’的尸骸与骨灰”…原创无限副本，大量伏笔反转，多线结局，千张同人图副本进度:末世→白城→明溪校园→狼人杀村→明辉→血族→测量城含西幻、科幻、原创九大时空维度体系、万条世界线、莫比乌斯环、祖母悖论、庞加莱回归、魔女审判、勇者恶龙、第四面墙、虚拟恋人、AI废土等世界观
牧龙师,354.9万,这片大陆上任何生灵都有几率化龙。传言每个生命都有自己的一道龙门，跃过之后，宛如苍穹日月，耀眼辉煌。人也是如此。人的龙门就在于化身牧龙师。四处找寻那些即将化龙的小幼灵，将它们驯养成当世无双的龙王！
刀剑神皇,621.7万,【剑道】+【刀道】+【吞噬万道】+【天骄争锋】+【杀伐果断】+【无系统】
我不想被师姐调教啊,46.1万,(单女主+穿书+微病娇+甜日常)
开局上交黑暗动乱，家族助我成仙,52.1万,【家族和睦】+【天才】+【伪快穿伪多宇宙】+【伪诸天万界】
武道天下,623.8万,武将铁血铸军魂，文谋风云炼丹心。蝶恋红颜泣幽冥，武镇天下挽天倾。崛起于隋末唐初，铸军魂，炼丹心。立足武道，以武撼仙，咆哮在多朝并立的奇异世界。会秦皇，斗曹操，谋刘贼，战项羽，挑吕布，争天下，镇压各族文明，闯荡各个朝代，誓与天骄试比高，武镇苍生！这就是……武道天下！……铁杆扣群：277291131，会员扣群：64442046新书《鲸落封神》，已完本《铸圣庭》《邪影本纪》《圣儒》等长篇，值得信赖，新书更需辛勤呵护，收藏推荐赞，谢谢！
大秦：朕让你监国，你登基了？,33.0万,穿越成为大秦长公子扶苏，恰逢始皇帝东巡，留下长公子扶苏监国；
惟我神尊,321.8万,一部逆天神功《大光明神诀》，为陈默逆天转命，踏足无上尊道。一枚意识海中的“光明种子”，竟然能长成“光明神树”，结出无数果实，瓜熟落地，幻化为一个个美若天仙，战力强横的光明天使，横扫寰宇。一只玄龟战宠，吞天灭地，相助陈默一路成长，见证成神之路。数位红颜知己，相知相爱，不离不弃。且看《惟我神尊》，伴随兄弟姐妹们经历一个恢宏，庞大的世界。(这是一部充满积极正能量的书，剧情结构严谨，逐步推进。世界经济，人物战力，各方面都经过统算考量，中后期绝不会崩坏~若是错过，就可惜了~)
我夺舍了魔皇,220.1万,陈洛阳感觉自己穿越的姿势不对。穿越过来，居然把世间最顶尖强者，尊号魔皇的魔教教主给夺舍了。一般不都是有大能强者出意外，剩下顽强的一缕神魂不散，然后占据一个底层苦逼少年的身体，夺舍重生，接着一路逆袭，东山再起？又或者穿越穿到苦逼少年身上，得金手指开启成神之路？为什么我这节奏不对啊。现在周围全是大佬，我感觉我快暴露了。怎么办？在线等。急！
难道我是神,247.6万,当猫拥有了超能力后的故事……书友群：927134755VIP书友群：948235123
带着二颗伴生种子投胎荒诡界,128.8万,楚华开局带着两颗神奇的伴生种子投胎在荒诡界一个实力强劲的万年部落。
苍穹龙骑,443.2万,十万年前的荣耀正在被世人渐渐遗忘。背负神秘命运从地球归来的空战王牌再铸龙骑士的辉煌。谦卑、荣誉、牺牲、英勇、怜悯、精神、诚实、公正！无论是黑夜降临，还是太阳升起，巨龙的咆哮响彻天际，守护这片苍穹的龙骑士必将与天空同在！长剑所指，只要还有高度，就绝不决弃！------超猛的好书《裂天空骑》上架，书号：1032575305系统：叮！斩杀龙骑士林默（莫林），获得能量点9999999！
无始皇手谕，不得出银河边关,506.9万,穿越神话世界，成为凡间的秦王嬴政。但举头三尺有神明，普天之下岂为王土？好在遗迹系统觉醒，只要打造遗迹，并流传至数千年后，让后世人相信，便可显化成真！命工匠建造洗剑池，立三千兵马俑，石碑上刻字。千年后明星拍戏时意外坠崖，惊见遗迹！【朕有人皇剑一柄，赐予剑道宗师吕洞宾，率三千剑修，灭六国！】于是大秦剑甲如流星，一剑开天门！一统凡间后，嬴政泰山封禅，祭文震撼后世。【朕于泰山打造飞升祭坛，封禅之时有九龙拉棺自星空而来，朝拜仙秦，举国飞升！】数千年后，人类飞船终于抵达银河系边缘，却见一个身穿古代铠甲的身影拦在飞船之前。“大胆！”“没有始皇手谕，胆敢擅闯银河边关！”
混沌神天诀,312.5万,天地初开，混沌降临！
山河稷,243.4万,且夫天地为炉兮，造化为工；阴阳为炭兮，万物为铜。——终有一天，要让这祭炼世界的炉火，换成属于我的火焰。——稷，祀也，社而稷之。
进化之眼,460.4万,出门一把刀，装备全靠爆！网文写手白小文，被一颗神奇眼球带到了百年之后的灵能时代。灵子渗透，变异兽肆虐，灵界怪物入侵，数据化的地球如同一个超大型游戏！我来了，我看见，我征服！白小文睁开神眼吼出强者语，然而距离高考只有130天。征服灵能时代，从成为高考状元开始。***新书《全球进化：我移植了至高神心》已上传，欢迎新老书友~
战天,309.5万,一颗天地圣果穿越所造就的奇迹。
剑道第一仙,1132.0万,我是万古人间一剑修，诸天之上第一仙。
藏书阁中百万年，我成仙帝了,34.4万,谁说读书无用，读书也可以读出仙帝境！
开局曝光我助人成帝，他们破防了,80.6万,【多女主+轻松向+天骄争霸+偏群像+榜单曝光+前期即大道之争】
凡人修仙，我有六个装备栏,202.9万,东胜神洲，仙妖乱世。凡人张钰于洪灾尸山醒来，为求活命投身行伍，以凡骨微末之身叩问长生。
道爷要飞升,304.3万,“弟子黎渊，拜求苍天授箓！”…………已有完本作品《诸界第一因》、《诸天投影》《大道纪》
天命反派老祖，开局强取豪夺！,85.8万,【反派老祖】【多女主】【天命之子拥有气运加持，并且不会全部杀死，会留下部分薅羊毛，加入大爱盟（介意勿入）】
我和二哈共系统,258.7万,妈蛋，要死了，居然和一只二哈共享金手指！快点刷新一下属于我的任务啊！我才不要去完成啃骨头一个小时，更不要对面前小女孩对视十分钟的任务啊！
长生：从迎娶大嫂妹妹开始,284.7万,大夏末年！天降雪灾！民不聊生！陈玄意外穿越到武道世界，成为了一个猎户。家中除了他还有两个女人，美貌的嫂嫂苏婉秋和她单纯的妹妹苏云。在这个吃饱都难的情况之下，为了躲避无赖，在嫂嫂的撮合下，陈玄娶了单纯的苏云。没想到，在洞房花烛夜之后，突然看到了一道怪异的信息。【度过了一段还行的旅程，奖励技能点3点！】他的表情有些怪异！原来这就是他的金手指！陈玄：”既然如此，那肝就行了。“多年以后，慕然回首，他已然肝成了人间武圣！
御天,934.7万,我楚言自深渊魔狱归来，要用手中这九尺巨剑，开山、断海，飞仙、御天
饮食男女,1487.2万,一大爷——后事难断二大爷——当官吃饭三大爷——精打细算秦淮茹——脸蛋好看何雨柱——打架做饭娄晓娥——难逃大院李学武一出现，大爷白干，傻柱都想跟他换一换。
全属性武道,1228.3万,时空裂缝连通异界，武道时代降临！不练武没前途？幸好有捡属性系统，别人修炼会掉属性，悄摸摸捡起来！啥，打怪也会爆属性？于是……你打败一名剑道天才，掉落【悟性*2】，【剑道天赋*1】……你捡了起来，悟性有所提升，并获得初级剑道天赋！你打败一名刀道天才，掉落【刀法战技*1】，【杀戮刀意*3】……你捡了起来，学会一部稀有刀法战技，并领悟杀戮刀意，你变得超凶！你打败一名炼体天才，掉落【炼体功法*1】，【圣血霸体*1】……你捡了起来，学会一部顶级炼体功法，走了狗屎运竟然获得逆天体质圣血霸体，获得神级称号【打不死的小强】！有人杀死一头恐怖星兽，掉落【灵视之瞳*1】，【空白属性*60】……你偷偷捡了起来，意外获得灵视天赋，眼睛堪比二十四K钛合金狗眼，并获得空白属性可以随意加点！……你这一生打败了无数对手，突然有一天，你随便一剑斩了路过的无辜神魔，在家练刀不小心把星河砍成了两段，小拳拳一锤打爆了太阳，让世界坠入黑暗……原来，你已经无敌了！！
荒穹之主,112.6万,东皇瀚宇，本是上界尊贵东皇一族的少主，血脉流淌星辉。然而他降生之日，血色弥漫，滔天剧变吞噬家族至亲。母亲以命为代价，将襁褓中的他送出仙境，跌入凡尘。
雷武,1735.4万,少年紫宸用一命认清兄弟，机缘遇雷元复生，得炼体法诀，踏上强者之路。雷电淬圣体，造化铸天途！以坚韧之心，踏雷武巅峰！
古代末世的文弱书生,69.9万,“他文弱个嘚儿！”“狗东西骗我！”“卷狗！都是卷狗！”……您好，卷王诚邀您加入歆州打工集团————————注：无异能，纯架空古代。因为不涉及任何真实历史朝代和人物，又含末世元素，所以没在历史分类，归到了玄幻。
拥有外挂的我杀穿副本世界,300.8万,【进入副本：猩红优选】【副本类型：单人】【请选择你要应聘的职位】【1、配送司机】【2、理货员】【3、发货员】【4、收货员】【5、装卸工】【检测到宿主进入副本，外挂加载成功】【请宿主在以下三项外挂中，选取其中一项外挂】【1、净化模板：自身拥有净化能力，无视任何污染】【2、超强大脑：过目不忘，大脑运算能力乘以十倍，免疫精神伤害】【3、僵尸模板：铜皮铁骨，刀枪不入，力大无穷，嗜血，无惧。】……【进入副本：血腥列车】【副本类型：大型多人副本】【参与人数：30人】【检测到宿主进入副本，外挂加载成功】【请宿主在以下三项外挂中，选取其中一项外挂】【1、无限魂币：开局获得1000000000000魂币，可随意消费】【2、百倍增幅：可对自身单项属性增幅百倍，可随时转换任意属性】【3、石头人：你将成为一个平平无奇，普普通通的，没有任何存在感的石头，你可以安然通关此次副本】沐如风悟了，他的外挂，每个副本都能刷新。
高武：我以万界主角名台词成神,53.8万,【高武+半无敌+玩梗+多女主+概念神】【无百合和牛，别被带偏】
